user,rate,reviews,tanggal reviews,aplikasi
Pengguna Google,5,"Aplikasi keuangan yang lengkap untuk bayar, bayar, e meterai dan untuk lacak paket via Pos.. Maju terus Pos Indonesia",2023-10-20 15:39:02,Pospay
Pengguna Google,1,"Knp saya mau upgrade tidak bisa selalu tulisan nya sedang melakukan pemeliharaan layanan, kayamaa",2023-10-20 15:00:13,Pospay
Pengguna Google,1,"Aplikasi busuk, sangat2 tidak recomended. Kebanyakan pemeliharaan tapi aplikasinya tetap buruk.",2023-10-20 11:12:07,Pospay
Pengguna Google,1,"mohon maaf kalau memang tidak bisa beli pulsa dengan nominal yg sama 2 kali ya peringatannya harus dari awal, jangan pas saldo sudah terpotong baru muncul notif! auto rugi, pulsa gak masuk tapi saldo kepotong di bukti transaksi juga gak ada keterangan no HP tujuan, normalnya kalo transaksi berhasil bakal muncul no HP tujuan di bukti transaksi.",2023-10-18 17:38:19,Pospay
Pengguna Google,1,"Kurang recomended nih app,Mau update liteplus kameranya error",2023-10-18 13:41:18,Pospay
Pengguna Google,5,"Aplikasinya bagus, sangat membantu",2023-10-18 08:41:53,Pospay
Pengguna Google,2,"Pengkaitan akun pospay dengan rekening giro pos sangat lama, saya mengajukan pengkaitan akun pospay dan rekening giro dari tanggal 15/10/2023 sampai saya mengetik ulasan ini juga belum ada informasi, padahal dinotifikasinya maksimal informasi itu 2×24 jam!!! Saya sangat kecewa.",2023-10-17 21:07:30,Pospay
Pengguna Google,1,Buang buang kuota aja kw. Siiiialann.,2023-10-17 16:37:38,Pospay
Pengguna Google,1,Masukkan nama ibu kandung kok salah terus padahal sdh 10000% betul emang kamu lbh ngerti nama ibuku di banding aku???? Sok tahu..Jd ga bisa buka nih aplikasi pdahal dwt nya lumayan di dlm... Ga rekomendasi ini app.. Kapok,2023-10-17 13:38:47,Pospay
Pengguna Google,5,Terima kasih POS INDONESIA,2023-10-17 12:45:12,Pospay
Pengguna Google,5,Aplikasi yang bagus,2023-10-16 18:53:32,Pospay
Pengguna Google,1,"Mending kalian gak usah download aplikasi ini, ngisi rekening pospay lama kali, gua isi hari sabtu masuk nya hari selasa. Pembayaran nya juga di per rumit",2023-10-16 13:06:28,Pospay
Pengguna Google,1,"Aplikasi yg zonk dari sekian banyaknya aplikasi, buat aktifin POS COD wajib pake ini tapi giliran uang cair mau tf ke rekening susahnya minta ampun! Tolong dong ini merugikan sekali layanannya",2023-10-16 09:26:45,Pospay
Pengguna Google,1,"Haduhhh,,,, sudah ada fitur biometrik kok masih ribet ganti password... Hingga saat ini, Aplikasi ini NOT RECOMENDED",2023-10-16 06:24:51,Pospay
Pengguna Google,2,"Aplikasi nya gak bisa ganti no hp pospay, saat no hp sudah tidak aktif saya gak bisa masuk di apk pospay di karenakan masalah kode otp, terlalu keseringan verifikasi kode otp padahal baru 1 bulan, gimana kalo no hp nya sudah gak aktif, udah lah gak bisa ke buka itu pospay mana gak bisa ganti nomor hp lagi di apk pospay nya, sangat kecewa.. Dengan layanan apk pospay ini.. ☹️☹️",2023-10-16 03:13:00,Pospay
Pengguna Google,1,Gk bisa daftar buat akun baru,2023-10-15 17:28:13,Pospay
Pengguna Google,1,Hadeeeh Udah mah di suruh bayar lagi setengah dari harga Gitu disini potongan virtual akun nya Gede banget kaya tukang parkir,2023-10-15 11:16:48,Pospay
Pengguna Google,1,"Beli materai tapi materai nya gk masuk, bukan masalah harga sih tapi ini tanggung jawab pihak pos gk ada, udh di laporin tapi udh mau ke dua Minggu gak ada tindakan. Minimal kalo gk bisa di kembalikan uang atau materai nya bilang aja, jangan dilamain gini, mending gk ush pake PosPay",2023-10-15 10:46:53,Pospay
Pengguna Google,1,GK jelas Akun saya kena blokir Udah datang langsung ke kantor pos tapi hasil nya nihil Alasannya Uda di tiket ke pusat Sampe sekarang tetap kena blokir Apa sesusah itu ngurus akun yg kena blokir ???,2023-10-15 10:46:53,Pospay
Pengguna Google,1,"Kenapa saya tidak bisa login, saat login username tidak diketahui sudah saya coba pake email pun juga sama, saya juga sudah lakukan lupa password tetep gk bisa login mohon solusinya",2023-10-14 20:58:56,Pospay
Pengguna Google,5,Bagus,2023-10-14 15:31:23,Pospay
Pengguna Google,4,Semoga depositnya bisa lebih efisien waktu dan lebih aman,2023-10-14 11:28:10,Pospay
Pengguna Google,1,"aplikasi miskin top up kepotong 2000 transfer kepotong 2000 😂 masih tinggi derajat pemulung bos gak minta paksa 😁 bayar pajak di persulit sistem, maling pajak di permudah aksesnya 😂 apa boleh segoblok itu.",2023-10-14 11:21:57,Pospay
Pengguna Google,5,Bagus,2023-10-14 07:55:02,Pospay
Pengguna Google,1,"Aplikasi rongsokan, transfer berhasil tapi dana tidak masuk ke tujuan",2023-10-13 22:22:14,Pospay
Pengguna Google,1,"Transfer ke bank lama masuknya, gak real time. Gak rekomen",2023-10-13 22:00:04,Pospay
Pengguna Google,5,Aku sangat suka dengan apknya,2023-10-13 20:31:12,Pospay
Pengguna Google,5,mantap sih mempermudah pekerjaan😍,2023-10-13 11:54:47,Pospay
Pengguna Google,2,Pospay gampang terblokir dan untuk pemulihanya susah banget . Ampun buat nyimpen uang takut hilang,2023-10-13 11:44:22,Pospay
Pengguna Google,5,Sangat membantu,2023-10-13 11:29:48,Pospay
Pengguna Google,5,"Ini sangat membatu bisnis kami terutama dalam hal cod, Krn bnyak konsumen yg mau cod, POSPAY sngat2 membantu usaha kami",2023-10-12 13:17:28,Pospay
Pengguna Google,5,Ok,2023-10-12 12:58:15,Pospay
Pengguna Google,1,Apk amatir Beli e materai susah di bubuhi alasan ini lah itulah Terlalu banyak persyaratan Sia2 menghabiskan uang dengan percuma Not recomend,2023-10-12 12:06:51,Pospay
Pengguna Google,5,Metode pembayaran agar lebih lengkapi lagi,2023-10-12 09:00:07,Pospay
Pengguna Google,1,Verifikasi ematerai 24 jam. Sangat lama. Saat sudah jadi posisi ematerai ya berubah .,2023-10-12 08:20:30,Pospay
Pengguna Google,5,fitra fitra,2023-10-12 06:48:29,Pospay
Pengguna Google,1,Mantapp emang pospay ngisi saldo aja sampe 1 hari kaga masuk🤣udah hubungi cs entah uang bakal balik atau hilang ditelan bumi🤭makasi pospay,2023-10-12 00:36:14,Pospay
Pengguna Google,1,BUTUT,2023-10-11 23:51:16,Pospay
Pengguna Google,1,Layanan nya buruk. Kita sudah arahkan e materai pd tempat yg diinginkan. Oleh Aplikasinya main geser ndiri tdak sesuai awal saat kita input. Mana Saldo EMaterai yg pembubuhannya brubah n tdk bisa kita gunakan tdk bisa diklaim untuk kembalikan ke kita. Hemmmm.,2023-10-11 23:18:18,Pospay
Pengguna Google,3,"Susah tarik saldo, di aktifkan kan gk mau, kalau lancar sya naikan bintang",2023-10-11 22:50:20,Pospay
Pengguna Google,1,Kasih bintang satu aja.proses lelet posisi materai melenceng padahal sudah tepat posisinya kita taruh.,2023-10-11 20:46:03,Pospay
Pengguna Google,1,"Selalu salah pasword sama salah pin, padahal sudah benar saya ingat betul dengan pasrowrd dan pin saya karena saya catat di buku, kemudian saya coba klik lupa pasword dan pin trus bikin baru, dan langsung coba kembali ehh malah masih salah teruss. Nyesel top up buat beli e-materai kemarin, uang nya ga bisa di transfer karena salah pin terus padahal udah jls-jls bener",2023-10-11 20:43:34,Pospay
Pengguna Google,1,Sudah daftar tapi tidak bisa login😡😡😡,2023-10-11 19:48:48,Pospay
Pengguna Google,5,"aplikasi sngt membantu, mudah digunakan, proses cepat",2023-10-11 16:11:53,Pospay
Pengguna Google,1,Ribet banget pake aplikasi ini Kalo cuma bukan karna harus bayar pajak import yg diterima via pos males bngt. Uang digital keblokir gegara lupa masukiin pin aktifinnya harus ke kantor pos pusat. Gila gk ada cara lain apa Pin ATM bank ke blokir aja cukup tlp selesai. Lah ini cuma dompet digital doang sistem masih jadul,2023-10-11 14:20:58,Pospay
Pengguna Google,3,Kurang puas... ribet amat prosesnya jika ada transaksi yg gagal,2023-10-11 07:28:24,Pospay
Pengguna Google,1,"Untuk pembelian dan pembubuhan E-Meterai SANGAT TIDAK direkomendasikan, upload dokumen dicoba berkali-kali selalu gagal, bahkan harus dicoba berjam-jam. Padahal menggunakan aplikasi lain sangat mudah dan cepat. POSPAY bukan memudahkan malah merugikan.",2023-10-11 04:58:55,Pospay
Pengguna Google,1,"APLIKASI JELEK, RIBET, MAU BUBUHIN E MATERAI AJA SUSAH AMAT",2023-10-10 23:42:57,Pospay
Pengguna Google,1,"Aplikasi macam mana ini, buat transfer aja tidak bisa & parahnya lagi mau aktifin fitur transfer tidak pernah bisa. ""Mohon maaf kami sedang meningkatkan pelayanan"". Dahlah",2023-10-10 23:17:48,Pospay
Pengguna Google,1,"Aplikasi Paling Buruk , beli E Materai lelet nya minta ampun",2023-10-10 22:36:24,Pospay
Pengguna Google,1,Ini pembubuhan nya kok error'. Sudah pilih file ga bisa pasang. 3 e Matrai terbuang sia sia. Padahal BUMN kok gini .,2023-10-10 22:07:16,Pospay
Pengguna Google,1,ribet,2023-10-10 21:44:47,Pospay
Pengguna Google,1,Beli e materai 4 dan 4.4 nya cacat,2023-10-10 20:57:17,Pospay
Pengguna Google,1,Banyak yang perlu di benahi,2023-10-10 14:37:29,Pospay
Pengguna Google,1,"Aplikasi bapuk, force close terooos, mau upgrade pun suluitttt",2023-10-10 12:30:45,Pospay
Pengguna Google,2,"Gak recomend, saldo sudah ada diminta upgrade malah error. Sudah berhari hari alasan pemeliharaan aplikasi. Nyesel download nibaplikasi",2023-10-10 10:45:11,Pospay
Pengguna Google,5,Ok,2023-10-10 10:44:22,Pospay
Pengguna Google,1,Saat pembubuhan upload file pdf kok gak ada lanjutannya/responnya. Bagaimana min?,2023-10-10 08:18:28,Pospay
Pengguna Google,1,"Pospay saya terblokir, urus ke kantor pt. Pos cabang pemuda, katanya mereka akan hubungi 1 x 24 jam untuk aktivasi akun kembali, ternyata sampai sekarang belum dikabari, padahal butuh cepat untuk pembubuhan ematerai. Heran, urus pin atm yg terblokir ke bank Bc4, ga sampe segitu lamanya. Bintang 1 karena tidak siap dengan teknologi.",2023-10-09 22:48:21,Pospay
Pengguna Google,1,Kebanyakan otp mau login otp...klo sdah 3x coba besok susah klo lg butuh...gak rekomen.,2023-10-09 19:38:53,Pospay
Pengguna Google,1,Ini aplikasi penipuan.. balikin duit saya!!,2023-10-09 19:32:48,Pospay
Pengguna Google,1,"Pembubuhan lama, file tidak bisa dibubuhkan materai,lewat web juga tidak bisa login, pelayanan amat sangat buruk tolong diperbaiki lagi, Kecewa bener saya, padahal sudah beli banyak andai bisa dibalikin, gw balikin ini materainya",2023-10-09 18:58:24,Pospay
Pengguna Google,1,"BUANG DUIT, bubuhi E-MATERAI dah jelas samping Tanda tangan malah pindah ga jelas sama sistem, aplikasi gagal!",2023-10-09 16:59:29,Pospay
Pengguna Google,2,E- materai prosesnya lama berjam2 niatnya mau elektronik faktanya malah lama mending materai asli tinggal tempel...,2023-10-09 16:18:17,Pospay
Pengguna Google,1,"Kalau ada bintang 0, saya kasih 0 E meterai proses terus gk selesai2, percuma beli",2023-10-09 15:39:22,Pospay
Pengguna Google,1,"proses pembubuhan materai memakan waktu sangat lama bisa sampai hitungan hari, SANGAT TIDAK REKOMEN! di aplikasi lain padahal hanya beberapa menit.",2023-10-09 15:31:51,Pospay
Pengguna Google,1,Mana hasil file yang sudah dibubuhi e materai ? Waktunya mepet,2023-10-09 15:24:52,Pospay
Pengguna Google,1,"Sangat tidak dianjurkan, prosesnya sangat lama setelah dibubuhkan",2023-10-09 15:22:04,Pospay
Pengguna Google,1,"Akses login cuma lewat username, kalau lupa username kan repot. Dibuatkan fitur lupa username dan bisa akses lewat nomor handphone",2023-10-09 14:59:32,Pospay
Pengguna Google,1,Beli e-materai disini sampe nunggu lebih dari 3 jam.,2023-10-09 14:43:33,Pospay
Pengguna Google,1,Untuk kembali akun terblokir gimana cara nya,2023-10-09 14:40:40,Pospay
Pengguna Google,1,jgn download gua dah ketipi. beli e matrai gak bisa di pakek lama prosesnya. aplikasi sampah,2023-10-09 13:47:44,Pospay
Pengguna Google,1,"PELAYANANNYA BURUK MASA PEMBUBUHAN E-METERAI SAMPAI PROSES BERJAM-JAM, INI BUKANNYA MEMPERMUDAH MASYARAKAT YANG ADA MALAH MEMPERSULIT MASYARAKAT!!!!!!!",2023-10-09 12:47:46,Pospay
Pengguna Google,1,"Apk bagus, mudah dipahami, tapi giliran pembubuhan nunggu diprosesnya lama betol",2023-10-09 11:58:51,Pospay
Pengguna Google,2,Ini gmna sihh...nggk ada kasih tahunya kalau 3x salah password akun di blokir,2023-10-09 11:46:31,Pospay
Pengguna Google,1,Tolong min aplikasinya di perbaiki. Aku sidah beli pulsa sampe sekarang pulsanya belum terisi. Mohon bantuannya minnn,2023-10-09 11:32:11,Pospay
Pengguna Google,5,"Aplikasinya bagus, proses pembuatan akun, pengisian saldonya, dan pembelian e materainya lumayan cepat. Tapi, proses pembubuhan lumayan lama, bisa sampai beberapa jam. Harus bersabar dalam menunggu. Hasilnya pun sesuai dengan yang diinginkan.",2023-10-09 11:05:58,Pospay
Pengguna Google,1,"Sistem backend pospay kacau parah rusak anda punya sistem akun saya tidak ditemukan mulu, hebat banget uda topup 50 anda bikin ilang akun saya",2023-10-09 10:14:09,Pospay
Pengguna Google,5,"Pospay sangat membantu biasanya mau byr pdm haru antri dulu, ini bisa sambil baring bayar",2023-10-09 09:41:54,Pospay
Pengguna Google,1,"Ini yg bikin aplikasi niat apa ngga sih, masa masukin pin gak sesuai mulu.. udah diganti pin baru tetep gak sesuai Gak jelas banget su",2023-10-09 05:46:17,Pospay
Pengguna Google,1,"APLIKASI CACACD!!!! KALO GA SANGGUP BUAT APLIKASI GA USAH BUAT!!! SAYA BUTUH MENDESAK DAN CEPAT E MATERAI, SERING GANGGUAN, SEKALINYA BISA 2 KALI SAYA PASANG E MATERAI JDNYA BERUBAH POSISI!!!!! DAN TIDAK BISA DI EDIT!!!!!! DELETE AJA INI APLIKASI,!!!!",2023-10-08 22:42:14,Pospay
Pengguna Google,1,gabisa beli e materai,2023-10-08 22:25:18,Pospay
Pengguna Google,1,"Akunku koen blokir,,, aplikasi bangsad...",2023-10-08 22:18:57,Pospay
Pengguna Google,1,Sangat buruk 👎,2023-10-08 22:14:30,Pospay
Pengguna Google,2,"Saat mau upgrade keterangannya sedang pemeliharaan sistem,setelah dicoba berkali kali tetap aja keterangannya pemeliharaan sistem.",2023-10-08 22:10:25,Pospay
Pengguna Google,1,"Kenapa nggak bisa beli e-materai :"")",2023-10-08 21:58:12,Pospay
Pengguna Google,1,"Baru daftar akun kok gak bisa login. Keterangannya Username salah, padahal udah benar masukin Username & password. Tim IT nya masih amatir dlm membuat aplikasi, layak dikasih bintang 1 👎",2023-10-08 21:50:52,Pospay
Pengguna Google,1,"Pospay gk ada verifikasi 2 langkah ketika lupa username, yang diminta verifikasi no HP harusnya email juga gajelas aplikasinya mohon di perbaiki",2023-10-08 21:06:58,Pospay
Pengguna Google,1,"Pleaseee jangan di download aplikasi ini, jangan sampai kerugian yg saya alami kalian alami juga.",2023-10-08 20:46:13,Pospay
Pengguna Google,1,"APLIKASI BURIKKK BUAT NAIK DARAH EMOSI TINGKAT TINGGI HMMMM, MANA PAS UDAH DIBUBUHI E-MATERAINYA INVALID 🖕🏿",2023-10-08 19:34:36,Pospay
Pengguna Google,1,Saya beli ematerai tapi akses belum bisa padahal ada saldonya,2023-10-08 18:55:03,Pospay
Pengguna Google,1,Hasil E materai kemana2. Udah nunggu lama. Hasilnya kagak bagus. Sia2 beli 4. Moga berkah aja yang buat aplikasi. Gak kepake klo buat materai,2023-10-08 16:37:58,Pospay
Pengguna Google,2,Aplikasi perlu ditingkatkan error,2023-10-08 14:39:55,Pospay
Pengguna Google,1,"Susah amat sih pembayarannya, harus punya rekening ato ke kantor pos, kantor pos disini jauh. Coba dikasih pilihan pembayaran di indomart ato alfamart lebih gampang. Makanya kalo Pemerintah ""BELOM SIAP DIGITAL"" gak usah SOK SOK AN DIGITAL akhirnya cuma nyusahin rakyat aja. Bego bin TOLOL",2023-10-08 14:17:22,Pospay
Pengguna Google,3,"Kenapa ini saya bisa login lewat web tapi tidak bisa lewat mobileapp, trrjadi kesalahan terus",2023-10-08 14:02:25,Pospay
Pengguna Google,1,"Udah isi saldo 100k Nggak bisa beli e materai dari kemarin, notifnya muncul coba lagi besok 09.00. Kalau nggak niat buat apk mending nggak usah lahh, alasan bilang server down kocakk. Jadi gimana ini saldo aku yg 100k nggak bisa ditarik kembali.? Kocak kocakk",2023-10-08 13:58:43,Pospay
Pengguna Google,5,"Alhamdulillah, saya pakai aplikasi ini lancar-lancar saja, proses pembubuhan e-meterai selesai dalam waktu antara 3-6 jam, tinggal sabar menunggu saja dan letaknya pun sesuai dengan posisi e-meterai yang saya atur sebelumnya, tidak bertabrakan dengan tanda tangan seperti komen-komen yang lain. Terima kasih 🙏",2023-10-08 13:20:58,Pospay
Pengguna Google,1,Proses pembubuhan e-meterai lamaaaa sekali,2023-10-08 12:58:16,Pospay
Pengguna Google,1,Tidak bisa melakukan pembelian E-meterai.,2023-10-08 12:46:15,Pospay
Pengguna Google,1,Udah top up tapi gak bisa beli e-matrai,2023-10-08 12:34:17,Pospay
Pengguna Google,1,Sulit banget scan e materai nya mana kalau beli posisinya ngawur,2023-10-08 12:31:25,Pospay
Pengguna Google,1,"Kurang ajar, mau beli e materai malah maintenance",2023-10-08 11:32:27,Pospay
Pengguna Google,1,"Lelet, saya terlambat harus mengulang lagi",2023-10-08 10:09:55,Pospay
Pengguna Google,1,"Top up dikenakan biaya 1000/transaksi. Jual e-meterai 11.000/lembar Pembubuhan perlu waktu lama. Harap2 harga meterainya d apk sendiri malah ngambil keuntungan, buang2 waktu lg nunggu selesai pembubuhan.",2023-10-08 09:59:42,Pospay
Pengguna Google,1,ingin menambah e materai balance tapi ada pesan tidak dapat melakukan pembayaran,2023-10-08 09:42:19,Pospay
Pengguna Google,1,"KEBANYAKAN BUG BUANG2 UANG DAH TOPUP TAPI GAK BISA BELI MATERAI, GAGAL TEROS",2023-10-08 09:29:43,Pospay
Pengguna Google,1,Maaf memberikan rating 1 karen saya sangat kesulitan membeli materai karena gangguan teeus,2023-10-08 09:26:26,Pospay
Pengguna Google,1,"Saya sudah beli ematerai dan dibubuhkan ke dokumen, ada 3 ematerai yg saya bubuhkan statusnya berhasil tp hasilnya tidak ditemukan dan sekarang sudah kadaluwarsa, rugi 33rb, bayangkan kalau sampai seribu org yg dirugikan ky saya..semoga aplikasinya diperbaiki dan pihak posindonesia punya itikad baik mengembalikan kerugian pngguna app pospay",2023-10-08 09:24:59,Pospay
Pengguna Google,3,Tolong pelayananya lebih ditingkatkan.... ferivikasi juga lama.... topup sulit,2023-10-08 09:22:44,Pospay
Pengguna Google,1,Materainya tidak terpasang,2023-10-08 08:50:25,Pospay
Pengguna Google,1,"Halo pos, ini app versi apa si, jaman serba digital katanya. Tpi masih belum layak rilis aslinya ini. udah bubuhkan ematerai nimpa nama, posisi sudah disetting jauh-jauh dari nama malah tetep ae geser mana 4 dokumen semuanya ketimpa lagi. Gua ga rela, nyari duit susah.....GUA GA RELAAAA.",2023-10-08 07:16:41,Pospay
Pengguna Google,5,Sangat mudah di gunakan. Kekurangannya belum ada fitur pilihan printer... Mudah2n ada update terbaru sdh ada yah.. Ematerainya bagus cepat..namun kadang error..,2023-10-08 07:14:14,Pospay
Pengguna Google,1,"Sdh bikin akun tidak bisa login,sdh ganti password tdak bisa login, mau nya ap ,,akun malah di blokir",2023-10-08 06:44:25,Pospay
Pengguna Google,2,Halo ini kenapa pembubuhannya proses terus yaa ?? Dari semalem tidak kunjung selesai proses pembubuhannya ??? Kalau gagal pendaftaran karena proses pembubuhan pospay bisa lho ini kita laporkan Ylki,2023-10-08 06:32:03,Pospay
Pengguna Google,5,Cukup membantu,2023-10-08 05:51:52,Pospay
Pengguna Google,1,"Saya bingung ama Pemerintah Indonesia,, mentang2 sudah jadi Pejabat harus banyak skali pake aturan. Pake Pospay lah pake ini lah.. Cobanya ini Pospay lancar2 saat Guguhi E Materai ndak apa2 ini nunggu berhari hari baru proses. ya Kali langsung benar masukan E materainya. Coba kalau bisa gampang kenapa mesti dipersulit. Dulu tinggal scan masukan data selesai. Sekarang seribet ini. Tidak ribet hanya saja nunggu nya untuk upload data terlalu loading.",2023-10-08 05:19:42,Pospay
